,chr,x1,x2
328,3,225120000,225250000
329,3,201000000,201290000
330,3,94470000,94620000
331,3,357780000,358000000
332,3,66330000,66630000
333,3,345720000,346000000
334,3,231150000,231370000
335,3,0,260000
336,3,343710000,344000000
337,3,132660000,133100000
338,3,190950000,191280000
339,3,156780000,157430000
340,3,345720000,346000000
341,3,0,380000
342,3,134670000,135050000
343,3,176880000,177140000
344,3,0,180000
345,3,211050000,211440000
346,3,0,240000
347,3,349740000,350000000
348,3,0,280000
349,3,154770000,155260000
350,3,325620000,326000000
351,3,152760000,153070000
352,3,116580000,116830000
353,3,263310000,263540000
354,3,225120000,225390000
355,3,170850000,171090000
356,3,138690000,139090000
357,3,140700000,141060000
358,3,0,310000
359,3,164820000,165150000
360,3,271350000,271650000
361,3,110550000,110900000
362,3,335670000,336000000
363,3,162810000,163120000
364,3,104520000,104790000
365,3,347730000,348000000
366,3,0,240000
367,3,140700000,140930000
368,4,140700000,141030000
369,4,337680000,338000000
370,4,106530000,106950000
371,4,349740000,350000000
372,4,0,540000
373,4,261300000,261610000
374,4,321600000,322000000
375,4,239190000,239460000
376,4,0,280000
377,4,243210000,243410000
378,4,0,270000
379,4,80400000,80770000
380,4,196980000,197400000
381,4,0,410000
382,4,339690000,340000000
383,4,198990000,199240000
384,4,140700000,141340000
385,4,0,400000
386,4,235170000,235470000
387,4,150750000,150890000
388,4,146730000,146900000
389,4,108540000,108930000
390,4,283410000,284000000
391,4,0,300000
392,4,60300000,60540000
393,4,377880000,378000000
394,4,152760000,153120000
395,4,355770000,356000000
396,4,0,290000
397,4,219090000,219330000
398,4,128640000,128960000
399,4,134670000,134920000
400,4,215070000,215420000
401,4,120600000,120790000
402,4,221100000,221430000
403,4,233160000,233340000
404,4,104520000,105020000
405,4,162810000,163060000
406,4,215070000,215340000
407,4,375870000,376000000
408,4,164820000,165260000
409,4,349740000,350000000
410,4,211050000,211450000
411,4,367830000,368000000
412,4,229140000,229430000
413,4,98490000,98830000
414,4,0,520000
415,4,243210000,243520000
416,4,207030000,207360000
417,4,0,400000
418,4,271350000,272000000
419,4,0,110000
420,4,80400000,80630000
421,4,104520000,104920000
422,4,0,320000
423,4,196980000,197210000
424,4,0,300000
425,4,62310000,62680000
426,4,156780000,157060000
427,4,317580000,318000000
428,4,0,460000
429,4,303510000,304000000
430,4,0,600000
431,4,0,210000
432,4,359790000,360000000
433,4,219090000,219340000
434,4,126630000,126830000
435,4,237180000,237560000
436,4,160800000,161340000
437,4,120600000,120940000
438,4,0,580000
439,4,355770000,356000000
440,4,0,460000
441,4,0,530000
442,4,106530000,106820000
443,4,172860000,173200000
444,4,341700000,342000000
445,4,249240000,249450000
446,4,0,290000
447,4,180900000,181150000
448,4,0,380000
449,4,219090000,219400000
450,4,335670000,336000000
451,4,0,400000
452,4,219090000,219480000
453,4,0,460000
454,4,355770000,356000000
455,4,217080000,217240000
456,4,94470000,94830000
457,4,168840000,169280000
458,4,211050000,211300000
459,4,245220000,245420000
460,4,349740000,350000000
461,4,0,350000
462,4,72360000,72720000
463,4,192960000,193170000
464,4,194970000,195360000
465,4,108540000,108700000
466,5,182910000,183180000
467,5,132660000,132900000
468,5,239190000,239500000
469,5,174870000,175420000
470,5,118590000,118750000
471,5,144720000,145210000
472,5,0,240000
473,5,231150000,231470000
474,5,74370000,74660000
475,5,94470000,94670000
476,5,108540000,108830000
477,5,351750000,352000000
478,5,126630000,126920000
479,5,315570000,316000000
480,5,154770000,155290000
481,5,247230000,247540000
482,5,287430000,288000000
483,5,94470000,94920000
484,5,144720000,144860000
485,5,269340000,269570000
486,5,148740000,148880000
487,5,180900000,181060000
488,5,160800000,161020000
489,5,26130000,26190000
490,5,281400000,281440000
491,5,339690000,339760000
492,5,134670000,135280000
493,5,0,400000
494,5,201000000,201210000
495,5,239190000,239740000
496,5,96480000,96670000
497,5,0,230000
498,5,138690000,139280000
499,5,160800000,161010000
500,5,315570000,316000000
501,5,325620000,326000000
502,5,160800000,161190000
503,5,130650000,131010000
504,5,263310000,263580000
505,5,0,260000
506,5,106530000,106710000
507,5,154770000,154990000
508,5,86430000,86790000
509,5,323610000,324000000
510,5,66330000,66700000
511,5,313560000,314000000
512,5,78390000,78680000
513,5,182910000,183150000
514,5,339690000,340000000
515,5,0,410000
516,5,146730000,147030000
517,5,112560000,112890000
518,5,132660000,133020000
519,5,205020000,205260000
520,5,86430000,86860000
521,5,0,310000
522,5,84420000,84620000
523,5,118590000,118900000
524,5,361800000,362000000
525,5,259290000,259510000
526,5,138690000,138960000
527,5,333660000,334000000
528,5,0,170000
529,5,138690000,139190000
530,5,92460000,92750000
531,5,269340000,269500000
532,5,0,240000
533,5,116580000,116900000
534,5,233160000,233540000
535,5,271350000,271520000
536,5,0,350000
537,5,146730000,147050000
538,5,247230000,247510000
539,5,194970000,195220000
540,5,203010000,203370000
541,5,132660000,133000000
542,5,126630000,127190000
543,5,108540000,108860000
544,5,0,320000
545,5,237180000,237480000
546,5,371850000,372000000
547,5,138690000,139260000
548,5,172860000,172960000
549,5,128640000,128990000
550,5,333660000,334000000
551,5,0,390000
552,5,164820000,165320000
553,5,142710000,143030000
554,5,0,320000
555,5,86430000,86720000
556,5,146730000,147020000
557,5,112560000,112960000
558,5,40200000,40290000
559,6,319590000,320000000
560,6,215070000,215260000
561,6,0,270000
562,6,327630000,328000000
563,6,253260000,253620000
564,6,190950000,191240000
565,6,168840000,169080000
566,6,124620000,124900000
567,6,0,190000
568,6,301500000,301660000
569,6,110550000,110970000
570,6,110550000,110860000
571,6,94470000,94900000
572,6,82410000,82780000
573,6,241200000,241600000
574,6,355770000,356000000
575,6,0,90000
576,6,367830000,367910000
577,6,36180000,36200000
578,6,221100000,221150000
579,6,12060000,12630000
580,6,188940000,190000000
581,6,245220000,245460000
582,6,76380000,76720000
583,6,138690000,139300000
584,6,209040000,209300000
585,6,172860000,173130000
586,6,0,420000
587,6,271350000,271680000
588,6,339690000,340000000
589,6,154770000,155020000
590,6,207030000,207310000
591,6,283410000,284000000
592,6,120600000,120770000
593,6,271350000,271590000
594,6,367830000,368000000
595,6,225120000,225290000
596,6,96480000,96740000
597,6,0,70000
598,6,377880000,377900000
599,6,178890000,179210000
600,6,0,540000
601,6,188940000,189280000
602,6,313560000,314000000
603,6,283410000,283710000
604,6,337680000,338000000
605,6,0,230000
606,6,0,440000
607,6,90450000,90800000
608,6,0,280000
609,6,54270000,54590000
610,6,0,160000
611,6,116580000,116810000
612,6,355770000,356000000
613,6,225120000,225480000
614,6,0,380000
615,6,337680000,338000000
616,6,335670000,336000000
617,6,241200000,241590000
618,6,136680000,136930000
619,6,367830000,368000000
620,6,122610000,122930000
621,6,343710000,344000000
622,6,225120000,225330000
623,6,60300000,60540000
624,6,174870000,175180000
625,6,0,310000
626,6,211050000,211300000
627,6,80400000,80840000
628,6,267330000,267570000
629,6,80400000,80640000
630,6,0,280000
631,6,180900000,181180000
632,6,227130000,227430000
633,6,349740000,350000000
634,6,337680000,338000000
635,6,237180000,237620000
636,6,327630000,328000000
637,6,0,300000
638,6,168840000,169070000
639,6,72360000,72610000
640,6,118590000,118830000
641,6,355770000,356000000
642,6,112560000,112870000
643,6,86430000,86720000
644,6,154770000,155240000
645,6,90450000,90770000
646,6,156780000,157000000
647,6,82410000,82870000
648,6,0,300000
649,6,373860000,374000000
650,6,0,340000
651,6,343710000,344000000
652,6,92460000,92790000
653,6,198990000,199160000
654,6,347730000,348000000
655,6,118590000,119060000
656,6,363810000,364000000
657,6,367830000,368000000
658,6,108540000,108810000
659,6,156780000,157280000
660,6,203010000,203030000
661,7,184920000,185210000
662,7,84420000,84780000
663,7,128640000,128810000
664,7,4020000,4480000
665,7,86430000,86800000
666,7,190950000,191390000
667,7,110550000,110660000
668,7,148740000,149320000
669,7,269340000,269710000
670,7,78390000,78700000
671,7,142710000,143280000
672,7,225120000,225570000
673,7,160800000,161190000
674,7,144720000,145210000
675,7,0,320000
676,7,357780000,358000000
677,7,0,520000
678,7,335670000,336000000
679,7,0,490000
680,7,0,160000
681,7,323610000,324000000
682,7,122610000,123180000
683,7,231150000,231290000
684,7,0,320000
685,7,247230000,247480000
686,7,106530000,106940000
687,7,0,430000
688,7,0,40000
689,7,325620000,325900000
690,7,297480000,298000000
691,7,0,470000
692,7,96480000,96810000
693,7,190950000,191360000
694,7,233160000,233600000
695,7,285420000,285660000
696,7,335670000,336000000
697,7,150750000,150960000
698,7,279390000,279670000
699,7,337680000,338000000
700,7,64320000,64530000
701,7,313560000,314000000
702,7,0,650000
703,7,176880000,177120000
704,7,353760000,354000000
705,7,291450000,292000000
706,7,140700000,141230000
707,7,176880000,177320000
708,7,297480000,298000000
709,7,339690000,340000000
710,7,363810000,364000000
711,7,84420000,84790000
712,7,0,240000
713,7,277380000,278000000
714,7,215070000,215370000
715,7,355770000,356000000
716,7,209040000,209370000
717,7,108540000,108870000
718,7,78390000,78750000
719,7,0,200000
720,7,0,620000
721,7,106530000,106830000
722,7,108540000,108730000
723,7,237180000,237350000
724,7,211050000,211530000
725,7,0,300000
726,7,343710000,344000000
727,7,343710000,344000000
728,7,249240000,249480000
729,7,184920000,185210000
730,7,110550000,110860000
731,7,184920000,185320000
732,7,136680000,136880000
733,7,132660000,133050000
734,7,213060000,213460000
735,7,106530000,106910000
736,7,233160000,233570000
737,7,317580000,318000000
738,7,138690000,139180000
739,7,80400000,80760000
740,8,2010000,2050000
741,8,0,350000
742,8,132660000,132890000
743,8,0,250000
744,8,52260000,52650000
745,8,120600000,120860000
746,8,142710000,143130000
747,8,180900000,181220000
748,8,247230000,247520000
749,8,247230000,247520000
750,8,357780000,358000000
751,8,337680000,338000000
752,8,0,270000
753,8,257280000,257590000
754,8,203010000,203360000
755,8,327630000,328000000
756,8,239190000,239590000
757,8,0,500000
758,8,0,400000
759,8,201000000,201340000
760,8,321600000,322000000
761,8,118590000,118840000
762,8,180900000,181380000
763,8,0,240000
764,8,134670000,134930000
765,8,279390000,279590000
766,8,375870000,376000000
767,8,96480000,96860000
768,8,148740000,149070000
769,8,132660000,133150000
770,8,265320000,265610000
771,8,172860000,173310000
772,8,108540000,108700000
773,8,261300000,261440000
774,8,190950000,191330000
775,8,0,440000
776,8,110550000,111020000
777,8,146730000,147200000
778,8,116580000,116920000
779,8,190950000,191150000
780,8,112560000,112870000
781,8,0,320000
782,8,0,350000
783,8,0,590000
784,8,144720000,145000000
785,8,0,450000
786,8,277380000,277560000
787,8,0,300000
788,8,233160000,233550000
789,8,170850000,171140000
790,8,233160000,233490000
791,8,158790000,158900000
792,8,0,340000
793,8,0,420000
794,8,86430000,86870000
795,8,239190000,239490000
796,8,138690000,138870000
797,8,164820000,165120000
798,8,152760000,153110000
799,8,225120000,225440000
800,8,130650000,130860000
801,8,86430000,86800000
802,8,367830000,368000000
803,8,148740000,149330000
804,8,343710000,344000000
805,8,180900000,181180000
806,8,0,470000
807,8,96480000,96950000
808,8,351750000,352000000
809,8,347730000,348000000
810,8,333660000,334000000
811,8,92460000,92730000
812,8,351750000,352000000
813,8,70350000,70650000
814,8,0,70000
815,8,46230000,46300000
816,9,116580000,117020000
817,9,327630000,328000000
818,9,345720000,346000000
819,9,148740000,149060000
820,9,0,330000
821,9,0,340000
822,9,219090000,219340000
823,9,164820000,165150000
824,9,211050000,211500000
825,9,209040000,209460000
826,9,134670000,134700000
827,9,311550000,311570000
828,9,391950000,391990000
829,9,283410000,283430000
830,9,36180000,36200000
831,9,68340000,68360000
832,9,0,330000
833,9,205020000,205290000
834,9,341700000,342000000
835,9,102510000,102870000
836,9,74370000,74570000
837,9,0,320000
838,9,66330000,66650000
839,9,198990000,199400000
840,9,138690000,139490000
841,9,132660000,133610000
842,9,22110000,22380000
843,9,28140000,28350000
844,9,32160000,32340000
845,9,301500000,301520000
846,9,349740000,349760000
847,9,395970000,396000000
848,9,90450000,90600000
849,9,265320000,265700000
850,9,184920000,185180000
851,9,114570000,114860000
852,9,365820000,366000000
853,9,211050000,211360000
854,9,357780000,358000000
855,9,349740000,350000000
856,9,0,340000
857,9,313560000,314000000
858,9,108540000,108960000
859,9,0,420000
860,9,325620000,326000000
861,9,241200000,241610000
862,9,331650000,332000000
863,9,201000000,201400000
864,9,176880000,177070000
865,9,154770000,155010000
866,9,0,270000
867,9,80400000,80670000
868,9,217080000,217350000
869,9,229140000,229380000
870,9,303510000,304000000
871,9,205020000,205400000
872,9,0,230000
873,9,0,290000
874,9,102510000,102840000
875,9,170850000,171130000
876,9,166830000,167080000
877,9,0,330000
878,9,184920000,185340000
879,9,225120000,225330000
880,9,0,280000
881,9,0,150000
882,9,0,150000
883,9,138690000,138920000
884,9,78390000,78560000
885,9,84420000,84620000
886,9,0,350000
887,9,74370000,74700000
888,9,325620000,326000000
889,9,0,160000
890,10,170850000,171120000
891,10,126630000,127100000
892,10,245220000,245810000
893,10,297480000,298000000
894,10,92460000,92790000
895,10,108540000,108930000
896,10,305520000,306000000
897,10,0,270000
898,10,176880000,177140000
899,10,231150000,231450000
900,10,172860000,173300000
901,10,229140000,229550000
902,10,313560000,314000000
903,10,257280000,257360000
904,10,172860000,173370000
905,10,120600000,120880000
906,10,138690000,138900000
907,10,118590000,118970000
908,10,239190000,239610000
909,10,104520000,104920000
910,10,186930000,187360000
911,10,319590000,320000000
912,10,52260000,52410000
913,10,203010000,203260000
914,10,0,150000
915,10,118590000,119420000
916,10,0,590000
917,10,96480000,96750000
918,10,345720000,346000000
919,10,124620000,125030000
920,10,215070000,215410000
921,10,198990000,199370000
922,10,217080000,217490000
923,10,0,340000
924,10,235170000,235480000
925,10,317580000,318000000
926,10,259290000,259590000
927,10,198990000,199260000
928,10,130650000,131050000
929,10,315570000,316000000
930,10,0,100000
931,10,166830000,166920000
932,10,174870000,175000000
933,10,361800000,362000000
934,10,203010000,203270000
935,10,158790000,159050000
936,10,329640000,330000000
937,10,0,300000
938,10,82410000,82680000
939,10,253260000,253600000
940,10,116580000,116970000
941,10,128640000,129040000
942,10,257280000,257450000
943,10,213060000,213270000
944,10,178890000,179120000
945,10,118590000,118780000
946,10,217080000,217480000
947,10,146730000,146910000
948,10,269340000,269540000
949,10,329640000,330000000
950,10,0,380000
951,10,233160000,233590000
952,10,325620000,326000000
953,10,0,360000
954,10,0,230000
955,10,116580000,116890000
956,10,190950000,191240000
957,10,263310000,263680000
958,10,295470000,296000000
959,10,100500000,100760000
960,10,120600000,120840000
961,10,333660000,334000000
962,10,329640000,330000000
963,10,345720000,346000000
964,10,92460000,92720000
965,11,160800000,161080000
966,11,110550000,110910000
967,11,0,160000
968,11,78390000,78750000
969,11,235170000,235620000
970,11,323610000,324000000
971,11,363810000,364000000
972,11,0,300000
973,11,188940000,189210000
974,11,56280000,56530000
975,11,223110000,223270000
976,11,247230000,247580000
977,11,132660000,133010000
978,11,0,330000
979,11,0,430000
980,11,0,300000
981,11,239190000,239520000
982,11,144720000,145370000
983,11,0,350000
984,11,237180000,237360000
985,11,106530000,106910000
986,11,166830000,167390000
987,11,243210000,243460000
988,11,263310000,263480000
989,11,365820000,366000000
990,11,239190000,239430000
991,11,0,170000
992,11,0,320000
993,11,291450000,291640000
994,11,259290000,259570000
995,11,196980000,197190000
996,11,247230000,247510000
997,11,68340000,68650000
998,11,225120000,225380000
999,11,178890000,179110000
1000,11,355770000,356000000
1001,11,0,360000
1002,11,0,300000
1003,11,277380000,277650000
1004,11,196980000,197240000
1005,11,84420000,84820000
1006,11,0,330000
1007,11,190950000,191230000
1008,11,0,400000
1009,11,261300000,261550000
1010,11,128640000,129040000
1011,11,0,280000
1012,11,134670000,134980000
1013,11,279390000,279540000
1014,11,142710000,142870000
1015,11,0,180000
1016,11,325620000,326000000
1017,11,345720000,346000000
1018,11,110550000,110970000
1019,11,349740000,350000000
1020,11,106530000,106960000
1021,11,190950000,191390000
1022,11,363810000,364000000
1023,11,0,310000
1024,11,223110000,223410000
1025,11,0,150000
1026,11,205020000,205380000
1027,11,221100000,221270000
1028,11,102510000,102880000
1029,11,0,370000
1030,11,186930000,187130000
1031,11,355770000,356000000
1032,11,104520000,104870000
1033,11,329640000,330000000
1034,11,0,290000
1035,11,345720000,346000000
1036,11,0,220000
1037,12,347730000,348000000
1038,12,235170000,235390000
1039,12,184920000,185220000
1040,12,134670000,134960000
1041,12,82410000,82660000
1042,12,243210000,243430000
1043,12,337680000,338000000
1044,12,174870000,175140000
1045,12,231150000,231390000
1046,12,285420000,285670000
1047,12,184920000,185150000
1048,12,217080000,217420000
1049,12,78390000,78570000
1050,12,106530000,106780000
1051,12,122610000,122830000
1052,12,201000000,201320000
1053,12,0,230000
1054,12,0,330000
1055,12,146730000,146980000
1056,12,180900000,181090000
1057,12,393960000,394000000
1058,12,391950000,391990000
1059,12,88440000,88710000
1060,12,104520000,104760000
1061,12,170850000,170970000
1062,12,269340000,269510000
1063,12,148740000,149070000
1064,12,283410000,283650000
1065,12,174870000,175140000
1066,12,255270000,255390000
1067,12,122610000,123040000
1068,12,176880000,177130000
1069,12,0,350000
1070,12,245220000,245490000
1071,12,98490000,98900000
1072,12,126630000,126820000
1073,12,160800000,161160000
1074,12,104520000,104850000
1075,12,337680000,338000000
1076,12,0,260000
1077,12,0,330000
1078,12,164820000,165050000
1079,12,0,430000
1080,12,355770000,356000000
1081,12,66330000,66550000
1082,12,116580000,116780000
1083,12,150750000,151060000
1084,12,251250000,251450000
1085,12,66330000,66640000
1086,12,194970000,195390000
1087,12,0,660000
1088,12,363810000,364000000
1089,12,102510000,102920000
1090,12,0,410000
1091,12,160800000,161060000
1092,12,335670000,336000000
1093,12,0,310000
1094,12,108540000,108760000
1095,12,122610000,122740000
1096,12,271350000,271500000
1097,12,0,360000
1098,12,353760000,354000000
1099,12,283410000,283610000
1100,12,0,390000
1101,12,80400000,80700000
1102,12,0,280000
1103,12,106530000,106720000
1104,12,150750000,151000000
1105,12,203010000,203250000
1106,12,102510000,102800000
1107,12,253260000,253570000
1108,12,0,550000
1109,12,229140000,229450000
1110,12,100500000,100870000
1111,12,0,610000
1112,13,319590000,319750000
1113,13,110550000,110740000
1114,13,0,180000
1115,13,172860000,173130000
1116,13,140700000,141080000
1117,13,116580000,116880000
1118,13,239190000,239610000
1119,13,351750000,352000000
1120,13,275370000,275640000
1121,13,321600000,322000000
1122,13,0,250000
1123,13,0,220000
1124,13,313560000,314000000
1125,13,209040000,209550000
1126,13,209040000,209360000
1127,13,233160000,233340000
1128,13,333660000,334000000
1129,13,0,340000
1130,13,315570000,316000000
1131,13,205020000,205200000
1132,13,337680000,338000000
1133,13,132660000,133030000
1134,13,114570000,114840000
1135,13,110550000,110840000
1136,13,180900000,181150000
1137,13,261300000,262000000
1138,13,363810000,364000000
1139,13,0,430000
1140,13,235170000,235480000
1141,13,0,190000
1142,13,0,470000
1143,13,112560000,112860000
1144,13,0,430000
1145,13,0,320000
1146,13,92460000,92810000
1147,13,207030000,207290000
1148,13,331650000,332000000
1149,13,156780000,157080000
1150,13,361800000,362000000
1151,13,245220000,245520000
1152,13,205020000,205420000
1153,13,104520000,105030000
1154,13,148740000,149180000
1155,13,313560000,314000000
1156,13,86430000,86790000
1157,13,239190000,239560000
1158,13,0,350000
1159,13,148740000,148990000
1160,14,201000000,201360000
1161,14,277380000,277540000
1162,14,154770000,155150000
1163,14,279390000,279570000
1164,14,86430000,86770000
1165,14,168840000,169460000
1166,14,128640000,129180000
1167,14,142710000,143010000
1168,14,205020000,205360000
1169,14,78390000,78720000
1170,14,146730000,147030000
1171,14,158790000,159020000
1172,14,0,310000
1173,14,343710000,344000000
1174,14,74370000,74720000
1175,14,0,440000
1176,14,243210000,243520000
1177,14,118590000,118890000
1178,14,0,480000
1179,14,180900000,181070000
1180,14,64320000,64570000
1181,14,0,240000
1182,14,275370000,275650000
1183,14,0,160000
1184,14,110550000,110950000
1185,14,84420000,84710000
1186,14,347730000,348000000
1187,14,355770000,356000000
1188,14,0,240000
1189,14,164820000,165070000
1190,14,261300000,261580000
1191,14,0,260000
1192,14,263310000,263580000
1193,14,229140000,229560000
1194,14,0,310000
1195,14,188940000,189330000
1196,14,174870000,175160000
1197,14,205020000,205350000
1198,14,229140000,229390000
